product_id,url,product_name,cat_code,cat_caption
241333,https://prom.ua/p241333-product.html,Наручный будильник сонных фаз Sleeptracker (4 вида),quartz-analog-watches,часы наручные и карманные
249386,https://prom.ua/p249386-product.html,Часы СHICO`S 16 опт,quartz-analog-watches,часы наручные и карманные
250405,https://prom.ua/p250405-product.html,Женские золотые часы «Пантера»,quartz-analog-watches,часы наручные и карманные
254726,https://prom.ua/p254726-product.html,Мужские золотые часы Platinor 41950,quartz-analog-watches,часы наручные и карманные
254805,https://prom.ua/p254805-product.html,Часы золотые Platinor 47750,quartz-analog-watches,часы наручные и карманные
254829,https://prom.ua/p254829-product.html,Мужские золотые часы Platinor 47850,quartz-analog-watches,часы наручные и карманные
254852,https://prom.ua/p254852-product.html,Мужские золотые часы Platinor Арт. 48550,quartz-analog-watches,часы наручные и карманные
255795,https://prom.ua/p255795-product.html,Часы золотые Platinor 50240,quartz-analog-watches,часы наручные и карманные
255819,https://prom.ua/p255819-product.html,Золотые часы  Platinor 57710,quartz-analog-watches,часы наручные и карманные
255820,https://prom.ua/p255820-product.html,Золотые часы  Platinor 57750,quartz-analog-watches,часы наручные и карманные
255822,https://prom.ua/p255822-product.html,Золотые часы  Platinor 57150,quartz-analog-watches,часы наручные и карманные
255827,https://prom.ua/p255827-product.html,Золотые часы  Platinor 57850,quartz-analog-watches,часы наручные и карманные
255831,https://prom.ua/p255831-product.html,Часы из платины Platinor 55570,quartz-analog-watches,часы наручные и карманные
255835,https://prom.ua/p255835-product.html,Мужские золотые часы Platinor Атр. 54140,quartz-analog-watches,часы наручные и карманные
255836,https://prom.ua/p255836-product.html,Мужские золотые часы Platinor Арт. 54110,quartz-analog-watches,часы наручные и карманные
255839,https://prom.ua/p255839-product.html,Мужские золотые часы Platinor Арт. 50350,quartz-analog-watches,часы наручные и карманные
263001,https://prom.ua/p263001-product.html,Фото,quartz-analog-watches,часы наручные и карманные
268523,https://prom.ua/p268523-product.html,Женские золотые часы купить в Киеве 30241,quartz-analog-watches,часы наручные и карманные
268524,https://prom.ua/p268524-product.html,Женские золотые часы купить в киеве арт 30241,quartz-analog-watches,часы наручные и карманные
268525,https://prom.ua/p268525-product.html,Женские золотые часы купить в Киеве 70241 «Джулия»,quartz-analog-watches,часы наручные и карманные
268526,https://prom.ua/p268526-product.html,Женские золотые часы купить в Киеве 90911,quartz-analog-watches,часы наручные и карманные
268527,https://prom.ua/p268527-product.html,Женские золотые часы купить в Киеве 70911,quartz-analog-watches,часы наручные и карманные
268528,https://prom.ua/p268528-product.html,Женские золотые часы купить 70911А «Дездемона»,quartz-analog-watches,часы наручные и карманные
268529,https://prom.ua/p268529-product.html,Женские золотые часы купить в Киеве 90941A,quartz-analog-watches,часы наручные и карманные
268530,https://prom.ua/p268530-product.html,Женские золотые часы купить в Киеве 97551,quartz-analog-watches,часы наручные и карманные
268531,https://prom.ua/p268531-product.html,Женские золотые часы купить в Киеве 47551 «Гретта»,quartz-analog-watches,часы наручные и карманные
